29.97,465.4,0.07699,0.0,35.13,0.0,0.09422,0.0,0.2409
20.39,344.9,0.1082,0.08448,20.74,0.07339,0.1335,0.2534,0.2605
17.46,2010.0,0.1149,0.3368,153.1,0.042660000000000003,0.153,0.6451,0.369
13.21,711.8,0.07962999999999999,0.03393,17.72,0.01551,0.1126,0.1362,0.2487
18.61,334.3,0.1068,0.022969999999999997,10.08,0.018080000000000002,0.1413,0.08423,0.2213
14.97,355.3,0.07793,0.02251,17.74,0.02018,0.1076,0.09755,0.23
17.53,310.8,0.1007,0.02511,16.85,0.0169,0.1402,0.1055,0.2894
27.06,1288.0,0.1,0.1519,52.34,0.021169999999999998,0.1522,0.3788,0.3151
15.66,606.5,0.07966000000000001,0.02087,19.25,0.009212999999999999,0.1034,0.0626,0.2136
29.33,1265.0,0.1178,0.3514,86.22,0.07117000000000001,0.165,0.9387,0.4087
22.61,578.3,0.1131,0.2128,19.21,0.05501,0.1651,0.6943,0.3596
18.3,555.1,0.1022,0.03974,25.22,0.01872,0.1339,0.1381,0.2678
18.32,278.6,0.1009,0.0271,30.48,0.02348,0.1333,0.1144,0.2454
20.97,401.5,0.1102,0.04591,24.62,0.02586,0.1557,0.1755,0.2762
14.08,461.4,0.07733999999999999,0.01123,15.82,0.01123,0.1001,0.04116,0.2293
17.3,489.9,0.1028,0.03193,17.61,0.01329,0.1384,0.102,0.2688
14.23,514.3,0.09462000000000001,0.037380000000000004,14.41,0.03113,0.1142,0.145,0.2432
28.2,290.9,0.07984,0.01541,11.28,0.0145,0.111,0.0719,0.2321
17.25,1546.0,0.09383999999999999,0.1168,224.1,0.02096,0.1363,0.2861,0.251
18.87,1027.0,0.09746,0.113,48.9,0.02408,0.1434,0.3853,0.2812
22.22,464.5,0.1012,0.0537,21.55,0.03125,0.1452,0.1688,0.2268
13.1,221.3,0.1036,0.02565,7.254,0.018009999999999998,0.1641,0.1754,0.2983
21.43,1092.0,0.09116,0.106,88.25,0.03914,0.1498,0.4634,0.3679
17.18,609.1,0.08045,0.026810000000000004,12.67,0.01132,0.1066,0.0846,0.2523
26.97,1670.0,0.09509,0.195,155.8,0.044969999999999996,0.1481,0.5820000000000001,0.3103
17.72,446.2,0.1029,0.047830000000000004,22.22,0.018430000000000002,0.1432,0.1603,0.3049
17.0,477.3,0.07557,0.01342,31.16,0.009959,0.08409,0.022369999999999998,0.1901
14.45,227.2,0.09137999999999999,0.0,11.36,0.0,0.1162,0.0,0.2592
17.48,321.2,0.08054,0.05774,22.79,0.05774,0.09527000000000001,0.1925,0.2868
15.69,664.9,0.07618,0.014469999999999998,28.9,0.005325,0.1011,0.04746,0.253
10.91,442.7,0.08872000000000001,0.026060000000000003,18.95,0.01376,0.1374,0.1514,0.24600000000000002
23.12,609.9,0.1075,0.1981,31.72,0.1166,0.1533,0.8488,0.5166
17.93,446.0,0.07683,0.001546,16.97,0.001184,0.1013,0.007731999999999999,0.2171
24.52,929.4,0.1071,0.1692,69.47,0.04252,0.1585,0.6566,0.3313
15.82,537.3,0.08511,0.0014609999999999998,15.5,0.0011279999999999999,0.1128,0.0112,0.2651
20.78,519.4,0.1135,0.03136,34.78,0.01949,0.1297,0.08112,0.3196
10.94,559.2,0.1291,0.06877,32.65,0.01162,0.1451,0.08539,0.271
23.06,933.1,0.08662,0.02891,44.41,0.012459999999999999,0.124,0.1211,0.2452
28.03,981.6,0.09997,0.1698,43.95,0.036969999999999996,0.1401,0.6399,0.2972
13.93,761.7,0.09462000000000001,0.07135,27.94,0.01678,0.1223,0.1709,0.2723
19.46,880.2,0.07445,0.0515,46.61,0.030560000000000004,0.08774,0.1882,0.2527
16.02,408.2,0.1088,0.07097,15.89,0.026310000000000004,0.1415,0.2302,0.2787
12.44,273.9,0.1024,0.029560000000000003,15.7,0.01985,0.1324,0.08867,0.245
16.58,432.0,0.1091,0.1659,24.72,0.04649,0.1385,0.4504,0.5774
20.52,1384.0,0.09684,0.1572,81.89,0.03185,0.1368,0.4399,0.2268
16.68,716.6,0.08876,0.0755,26.44,0.020390000000000002,0.1491,0.3327,0.3415
22.54,529.4,0.1002,0.08705,15.09,0.025259999999999998,0.1349,0.3162,0.4128
13.39,384.8,0.1164,0.04635,26.33,0.02187,0.1367,0.08669,0.2102
18.57,1152.0,0.1053,0.1323,102.5,0.02945,0.1624,0.3879,0.3537
17.15,492.9,0.08582999999999999,0.029660000000000002,13.32,0.01256,0.1225,0.1887,0.327
12.96,386.3,0.1237,0.079,16.04,0.02101,0.161,0.2247,0.3343
13.32,504.8,0.1134,0.038,16.57,0.01902,0.1547,0.1791,0.2382
22.22,526.4,0.06251,0.0015949999999999998,14.34,0.0015949999999999998,0.08125,0.007977,0.2295
